Customer_ID,Customer_Name,City,Category,Product,Price,Quantity,Order_Date,Payment_Mode,Total_Sales
1064,Amit,Nanded,Grocery,Oil,199,3,2026-03-05,Credit Card,597
1065,Sneha,Delhi,Furniture,Table,4526,5,2026-03-06,Cash,22630
1066,Rahul,Mumbai,Furniture,Bed,22491,3,2026-03-07,Credit Card,67473
1067,Priya,Mumbai,Furniture,Chair,3568,3,2026-03-08,Debit Card,10704
1068,Sneha,Delhi,Electronics,Mobile,21931,1,2026-03-09,UPI,21931
1069,Priya,Nanded,Clothing,Shoes,1672,1,2026-03-10,UPI,1672
1070,Rahul,Delhi,Clothing,Shoes,1726,1,2026-03-11,UPI,1726
1071,Amit,Mumbai,Electronics,Headphones,5166,2,2026-03-12,UPI,10332
1072,Rahul,Nanded,Clothing,Jeans,2382,3,2026-03-13,UPI,7146
1073,Sneha,Delhi,Furniture,Chair,3158,3,2026-03-14,Debit Card,9474
1074,Priya,Nanded,Clothing,Shoes,2968,1,2026-03-15,Cash,2968
1075,Sneha,Pune,Furniture,Bed,12048,2,2026-03-16,Cash,24096
1076,Rahul,Nanded,Clothing,T-Shirt,1478,5,2026-03-17,UPI,7390
1077,Amit,Pune,Clothing,T-Shirt,1483,5,2026-03-18,Cash,7415
1078,Sneha,Delhi,Clothing,T-Shirt,364,1,2026-03-19,Credit Card,364
1079,Rahul,Pune,Clothing,Jacket,3434,2,2026-03-20,Credit Card,6868
1080,Vishal,Nanded,Electronics,Headphones,9276,4,2026-03-21,UPI,37104
1081,Amit,Delhi,Furniture,Bed,35319,4,2026-03-22,Cash,141276
1082,Sneha,Mumbai,Clothing,Shoes,2126,1,2026-03-23,Cash,2126
1083,Rahul,Delhi,Electronics,Tablet,28372,2,2026-03-24,Cash,56744
1084,Rahul,Pune,Furniture,Table,9601,3,2026-03-25,UPI,28803
1085,Vishal,Mumbai,Clothing,Jeans,1321,1,2026-03-26,Debit Card,1321
1086,Priya,Mumbai,Clothing,Shoes,3171,1,2026-03-27,Cash,3171
1087,Priya,Delhi,Electronics,Mobile,33996,2,2026-03-28,Credit Card,67992
1088,Amit,Nanded,Grocery,Tea,110,4,2026-03-29,Debit Card,440
1089,Vishal,Mumbai,Grocery,Coffee,443,3,2026-03-30,Debit Card,1329
1090,Vishal,Mumbai,Electronics,Tablet,22352,2,2026-03-31,Credit Card,44704
1091,Amit,Mumbai,Furniture,Bed,11520,3,2026-04-01,Credit Card,34560
1092,Sneha,Pune,Clothing,Jacket,2841,1,2026-04-02,Debit Card,2841
1093,Vishal,Mumbai,Furniture,Table,6683,2,2026-04-03,Cash,13366
1094,Sneha,Nanded,Grocery,Rice,62,3,2026-04-04,Debit Card,186
1095,Sneha,Delhi,Electronics,Tablet,24411,2,2026-04-05,Credit Card,48822
1096,Amit,Delhi,Grocery,Oil,154,5,2026-04-06,UPI,770
1097,Vishal,Pune,Clothing,T-Shirt,1384,5,2026-04-07,Debit Card,6920
1098,Rahul,Nanded,Furniture,Bed,33635,3,2026-04-08,Debit Card,100905
1099,Sneha,Delhi,Furniture,Bed,33291,3,2026-04-09,Credit Card,99873
1100,Sneha,Delhi,Electronics,Laptop,76271,1,2026-04-10,UPI,76271
1101,Rahul,Pune,Clothing,Shoes,1278,4,2026-04-11,UPI,5112
1102,Priya,Mumbai,Grocery,Coffee,401,1,2026-04-12,Credit Card,401
1103,Vishal,Delhi,Grocery,Rice,171,1,2026-04-13,Debit Card,171
1104,Sneha,Mumbai,Clothing,Jacket,4048,2,2026-04-14,Debit Card,8096
1105,Sneha,Nanded,Furniture,Table,9632,2,2026-04-15,Cash,19264
1106,Priya,Delhi,Electronics,Tablet,27605,1,2026-04-16,Cash,27605
1107,Vishal,Pune,Furniture,Table,7847,2,2026-04-17,UPI,15694
1108,Priya,Mumbai,Grocery,Rice,98,4,2026-04-18,Cash,392
1109,Priya,Pune,Furniture,Chair,4326,2,2026-04-19,Credit Card,8652
1110,Sneha,Nanded,Electronics,Tablet,20268,5,2026-04-20,Cash,101340
1111,Sneha,Nanded,Grocery,Rice,119,5,2026-04-21,Debit Card,595
1112,Priya,Nanded,Grocery,Oil,231,5,2026-04-22,UPI,1155
1113,Sneha,Nanded,Furniture,Chair,1997,5,2026-04-23,Cash,9985
1114,Vishal,Nanded,Electronics,Headphones,9265,4,2026-04-24,Cash,37060
1115,Priya,Nanded,Electronics,Headphones,6105,2,2026-04-25,Debit Card,12210
1116,Priya,Delhi,Grocery,Rice,182,3,2026-04-26,Cash,546
1117,Amit,Nanded,Electronics,Tablet,17359,2,2026-04-27,UPI,34718
1118,Rahul,Nanded,Electronics,Headphones,7873,2,2026-04-28,Cash,15746
1119,Sneha,Delhi,Clothing,Shoes,2366,4,2026-04-29,Cash,9464
1120,Vishal,Pune,Grocery,Rice,65,3,2026-04-30,Credit Card,195
1121,Rahul,Mumbai,Electronics,Laptop,78204,2,2026-05-01,Credit Card,156408
1122,Amit,Delhi,Furniture,Sofa,19113,2,2026-05-02,UPI,38226
1123,Amit,Nanded,Furniture,Chair,3734,2,2026-05-03,Cash,7468
1124,Priya,Pune,Electronics,Tablet,24065,1,2026-05-04,UPI,24065
1125,Priya,Mumbai,Clothing,T-Shirt,938,5,2026-05-05,UPI,4690
1126,Priya,Pune,Electronics,Tablet,34009,2,2026-05-06,Credit Card,68018
1127,Sneha,Delhi,Electronics,Tablet,33897,3,2026-05-07,Cash,101691
1128,Amit,Delhi,Clothing,Shoes,1919,3,2026-05-08,Cash,5757
1129,Rahul,Pune,Grocery,Rice,155,2,2026-05-09,Cash,310
1130,Sneha,Nanded,Furniture,Sofa,38990,5,2026-05-10,UPI,194950
1131,Amit,Nanded,Clothing,Shoes,4493,1,2026-05-11,Credit Card,4493
1132,Amit,Pune,Electronics,Laptop,65120,3,2026-05-12,UPI,195360
1133,Priya,Nanded,Furniture,Bed,35269,1,2026-05-13,Debit Card,35269
1134,Amit,Delhi,Clothing,T-Shirt,1278,4,2026-05-14,Credit Card,5112
1135,Sneha,Mumbai,Furniture,Chair,2648,4,2026-05-15,Cash,10592
1136,Priya,Delhi,Electronics,Tablet,24789,3,2026-05-16,UPI,74367
1137,Sneha,Delhi,Grocery,Rice,147,1,2026-05-17,Cash,147
1138,Sneha,Delhi,Grocery,Tea,208,5,2026-05-18,UPI,1040
1139,Amit,Nanded,Furniture,Table,8944,4,2026-05-19,UPI,35776
1140,Vishal,Delhi,Electronics,Laptop,40957,3,2026-05-20,Debit Card,122871
1141,Amit,Nanded,Clothing,Jacket,4268,2,2026-05-21,UPI,8536
1142,Amit,Nanded,Furniture,Chair,1099,1,2026-05-22,Cash,1099
1143,Vishal,Mumbai,Clothing,T-Shirt,885,1,2026-05-23,Debit Card,885
1144,Rahul,Delhi,Furniture,Sofa,42180,5,2026-05-24,Credit Card,210900
1145,Sneha,Pune,Clothing,Jeans,1204,2,2026-05-25,UPI,2408
1146,Priya,Mumbai,Clothing,Shoes,1547,3,2026-05-26,Cash,4641
1147,Vishal,Delhi,Clothing,Jacket,3262,1,2026-05-27,Debit Card,3262
1148,Sneha,Pune,Grocery,Coffee,257,2,2026-05-28,Credit Card,514
1149,Vishal,Nanded,Electronics,Mobile,40776,2,2026-05-29,Credit Card,81552
1150,Rahul,Pune,Electronics,Headphones,3746,1,2026-05-30,Cash,3746
1151,Vishal,Delhi,Clothing,T-Shirt,1483,3,2026-05-31,UPI,4449
1152,Rahul,Nanded,Clothing,Jeans,2428,2,2026-06-01,Credit Card,4856
1153,Priya,Mumbai,Electronics,Tablet,28384,3,2026-06-02,UPI,85152
1154,Priya,Pune,Electronics,Tablet,22674,1,2026-06-03,Cash,22674
1155,Rahul,Pune,Electronics,Tablet,15294,2,2026-06-04,Cash,30588
1156,Amit,Pune,Clothing,Jeans,1250,1,2026-06-05,Credit Card,1250
1157,Sneha,Delhi,Grocery,Coffee,561,5,2026-06-06,UPI,2805
1158,Vishal,Nanded,Clothing,Jacket,2693,4,2026-06-07,Debit Card,10772
1159,Priya,Pune,Clothing,Jacket,3047,2,2026-06-08,Cash,6094
1160,Amit,Mumbai,Furniture,Sofa,37712,5,2026-06-09,UPI,188560
1161,Sneha,Nanded,Clothing,Jacket,3618,5,2026-06-10,Cash,18090
1162,Sneha,Nanded,Electronics,Tablet,30460,4,2026-06-11,UPI,121840
1163,Priya,Nanded,Electronics,Headphones,2309,4,2026-06-12,UPI,9236
1164,Sneha,Pune,Clothing,Jeans,2461,3,2026-06-13,Debit Card,7383
1165,Priya,Pune,Furniture,Sofa,25767,4,2026-06-14,UPI,103068
1166,Vishal,Pune,Electronics,Laptop,47605,2,2026-06-15,Credit Card,95210
1167,Rahul,Delhi,Furniture,Chair,3441,3,2026-06-16,Debit Card,10323
1168,Vishal,Mumbai,Grocery,Coffee,206,1,2026-06-17,UPI,206
1169,Sneha,Delhi,Grocery,Rice,152,3,2026-06-18,Debit Card,456
1170,Amit,Mumbai,Electronics,Laptop,34690,1,2026-06-19,UPI,34690
1171,Rahul,Pune,Furniture,Table,8595,2,2026-06-20,Debit Card,17190
1172,Sneha,Nanded,Clothing,T-Shirt,902,3,2026-06-21,UPI,2706
1173,Vishal,Mumbai,Grocery,Coffee,187,3,2026-06-22,UPI,561
1174,Rahul,Pune,Grocery,Rice,74,5,2026-06-23,Debit Card,370
1175,Vishal,Mumbai,Electronics,Tablet,22111,4,2026-06-24,Debit Card,88444
1176,Sneha,Nanded,Furniture,Bed,27025,3,2026-06-25,UPI,81075
1177,Rahul,Delhi,Clothing,Jeans,2423,1,2026-06-26,Debit Card,2423
1178,Vishal,Pune,Electronics,Headphones,5222,5,2026-06-27,Debit Card,26110
1179,Sneha,Pune,Grocery,Rice,90,5,2026-06-28,Debit Card,450
1180,Rahul,Nanded,Electronics,Headphones,7037,4,2026-06-29,Credit Card,28148
1181,Priya,Delhi,Clothing,Jacket,3055,4,2026-06-30,Credit Card,12220
1182,Vishal,Mumbai,Clothing,Jeans,2780,2,2026-07-01,Debit Card,5560
1183,Vishal,Delhi,Clothing,Jacket,1507,3,2026-07-02,Debit Card,4521
1184,Vishal,Delhi,Furniture,Chair,1851,4,2026-07-03,Cash,7404
1185,Sneha,Pune,Clothing,Shoes,1870,3,2026-07-04,Debit Card,5610
1186,Sneha,Delhi,Clothing,Jacket,4265,4,2026-07-05,Credit Card,17060
1187,Priya,Nanded,Grocery,Coffee,452,2,2026-07-06,Debit Card,904
1188,Sneha,Pune,Clothing,Jacket,4825,5,2026-07-07,Debit Card,24125
1189,Rahul,Mumbai,Grocery,Tea,294,2,2026-07-08,UPI,588
1190,Rahul,Mumbai,Grocery,Oil,279,5,2026-07-09,UPI,1395
1191,Priya,Delhi,Grocery,Coffee,495,4,2026-07-10,Credit Card,1980
1192,Amit,Pune,Furniture,Sofa,19790,3,2026-07-11,Credit Card,59370
1193,Amit,Nanded,Grocery,Rice,109,4,2026-07-12,Credit Card,436
1194,Amit,Pune,Clothing,Shoes,3297,5,2026-07-13,Debit Card,16485
1195,Rahul,Pune,Grocery,Oil,137,4,2026-07-14,Cash,548
1196,Sneha,Nanded,Grocery,Oil,235,3,2026-07-15,Credit Card,705
1197,Sneha,Mumbai,Clothing,T-Shirt,1119,5,2026-07-16,Debit Card,5595
1198,Vishal,Mumbai,Electronics,Tablet,17881,4,2026-07-17,UPI,71524
1199,Priya,Delhi,Furniture,Bed,31105,5,2026-07-18,UPI,155525
1200,Sneha,Nanded,Electronics,Headphones,9059,4,2026-07-19,Cash,36236
1201,Priya,Nanded,Furniture,Chair,2900,5,2026-07-20,UPI,14500
1202,Vishal,Delhi,Electronics,Laptop,44850,5,2026-07-21,Debit Card,224250
1203,Rahul,Delhi,Electronics,Tablet,22588,1,2026-07-22,Cash,22588
1204,Vishal,Delhi,Grocery,Tea,383,1,2026-07-23,Credit Card,383
1205,Rahul,Delhi,Grocery,Tea,104,2,2026-07-24,Cash,208
1206,Vishal,Pune,Grocery,Coffee,557,5,2026-07-25,Credit Card,2785
1207,Priya,Pune,Electronics,Headphones,7494,2,2026-07-26,UPI,14988
1208,Rahul,Mumbai,Clothing,T-Shirt,1320,5,2026-07-27,UPI,6600
1209,Sneha,Mumbai,Electronics,Mobile,33951,4,2026-07-28,UPI,135804
1210,Vishal,Pune,Clothing,T-Shirt,389,5,2026-07-29,Credit Card,1945
1211,Sneha,Pune,Grocery,Coffee,516,1,2026-07-30,UPI,516
1212,Rahul,Delhi,Grocery,Oil,284,2,2026-07-31,Debit Card,568
1213,Sneha,Pune,Grocery,Oil,299,1,2026-08-01,UPI,299
1214,Priya,Mumbai,Clothing,Jacket,3425,2,2026-08-02,UPI,6850
1215,Amit,Delhi,Furniture,Sofa,39727,5,2026-08-03,Debit Card,198635
1216,Amit,Mumbai,Electronics,Laptop,50835,3,2026-08-04,Debit Card,152505
1217,Sneha,Delhi,Electronics,Mobile,21108,3,2026-08-05,Debit Card,63324
1218,Sneha,Mumbai,Electronics,Mobile,29785,1,2026-08-06,Debit Card,29785
1219,Sneha,Pune,Grocery,Oil,104,2,2026-08-07,Debit Card,208
1220,Sneha,Nanded,Clothing,T-Shirt,1135,3,2026-08-08,Credit Card,3405
1221,Sneha,Nanded,Electronics,Headphones,7776,5,2026-08-09,Debit Card,38880
1222,Amit,Nanded,Furniture,Table,6456,4,2026-08-10,Cash,25824
1223,Sneha,Mumbai,Electronics,Tablet,20459,2,2026-08-11,Credit Card,40918
1224,Priya,Mumbai,Clothing,Jacket,1898,5,2026-08-12,Credit Card,9490
1225,Priya,Nanded,Electronics,Laptop,56922,4,2026-08-13,Credit Card,227688
1226,Sneha,Pune,Electronics,Tablet,20722,5,2026-08-14,UPI,103610
1227,Sneha,Mumbai,Furniture,Chair,3101,5,2026-08-15,Cash,15505
1228,Priya,Pune,Clothing,Shoes,4092,4,2026-08-16,Credit Card,16368
1229,Amit,Nanded,Electronics,Laptop,49838,4,2026-08-17,Debit Card,199352
1230,Rahul,Delhi,Furniture,Sofa,39048,1,2026-08-18,Credit Card,39048
1231,Rahul,Pune,Clothing,Jeans,2886,1,2026-08-19,Cash,2886
1232,Vishal,Delhi,Furniture,Sofa,26715,2,2026-08-20,Credit Card,53430
1233,Sneha,Nanded,Grocery,Rice,165,3,2026-08-21,Cash,495
1234,Vishal,Pune,Clothing,Jacket,3882,4,2026-08-22,Debit Card,15528
1235,Amit,Nanded,Electronics,Mobile,16439,5,2026-08-23,Cash,82195
1236,Rahul,Delhi,Electronics,Mobile,25374,2,2026-08-24,UPI,50748
1237,Amit,Nanded,Furniture,Bed,13046,1,2026-08-25,Credit Card,13046
1238,Sneha,Delhi,Clothing,T-Shirt,927,5,2026-08-26,Credit Card,4635
1239,Vishal,Mumbai,Furniture,Table,8581,2,2026-08-27,Cash,17162
1240,Sneha,Mumbai,Furniture,Chair,1233,1,2026-08-28,Debit Card,1233
1241,Rahul,Mumbai,Grocery,Rice,134,2,2026-08-29,Cash,268
1242,Sneha,Nanded,Furniture,Table,3274,5,2026-08-30,UPI,16370
1243,Priya,Pune,Furniture,Bed,11811,2,2026-08-31,Debit Card,23622
1244,Sneha,Nanded,Electronics,Mobile,40462,5,2026-09-01,Cash,202310
1245,Vishal,Pune,Grocery,Coffee,538,5,2026-09-02,Cash,2690
1246,Vishal,Nanded,Furniture,Bed,14536,5,2026-09-03,Debit Card,72680
1247,Amit,Mumbai,Furniture,Chair,1027,2,2026-09-04,Credit Card,2054
1248,Vishal,Delhi,Grocery,Oil,199,5,2026-09-05,Debit Card,995
1249,Vishal,Mumbai,Grocery,Coffee,298,2,2026-09-06,UPI,596
1250,Vishal,Delhi,Grocery,Coffee,157,5,2026-09-07,UPI,785
1251,Amit,Pune,Furniture,Table,7294,4,2026-09-08,UPI,29176
1252,Vishal,Delhi,Clothing,Shoes,3995,3,2026-09-09,UPI,11985
1253,Vishal,Nanded,Electronics,Laptop,32335,1,2026-09-10,Cash,32335
1254,Rahul,Mumbai,Electronics,Laptop,63133,5,2026-09-11,Debit Card,315665
1255,Sneha,Mumbai,Furniture,Bed,19480,4,2026-09-12,UPI,77920
1256,Sneha,Nanded,Clothing,T-Shirt,592,3,2026-09-13,Cash,1776
1257,Amit,Pune,Clothing,Jacket,2562,3,2026-09-14,UPI,7686
1258,Rahul,Delhi,Electronics,Headphones,8507,5,2026-09-15,Credit Card,42535
1259,Rahul,Pune,Furniture,Sofa,15686,5,2026-09-16,Cash,78430
1260,Priya,Mumbai,Electronics,Headphones,5725,2,2026-09-17,Credit Card,11450
1261,Vishal,Mumbai,Furniture,Bed,13498,3,2026-09-18,Credit Card,40494
1262,Amit,Mumbai,Furniture,Chair,2096,2,2026-09-19,Cash,4192
1263,Vishal,Delhi,Clothing,T-Shirt,572,2,2026-09-20,UPI,1144
1264,Amit,Delhi,Furniture,Bed,24495,3,2026-09-21,Debit Card,73485
1265,Rahul,Delhi,Clothing,Jeans,1439,3,2026-09-22,Cash,4317
1266,Amit,Mumbai,Clothing,Shoes,2234,5,2026-09-23,UPI,11170
1267,Rahul,Pune,Electronics,Laptop,51383,2,2026-09-24,Debit Card,102766
1268,Priya,Nanded,Clothing,Jacket,4995,3,2026-09-25,Debit Card,14985
1269,Priya,Pune,Clothing,Shoes,1005,3,2026-09-26,UPI,3015
1270,Amit,Delhi,Electronics,Tablet,19145,2,2026-09-27,UPI,38290
1271,Sneha,Mumbai,Furniture,Bed,22821,2,2026-09-28,Debit Card,45642
1272,Rahul,Delhi,Furniture,Table,6421,2,2026-09-29,Credit Card,12842
1273,Rahul,Delhi,Clothing,Jacket,2653,3,2026-09-30,Debit Card,7959
1274,Vishal,Pune,Electronics,Laptop,75471,2,2026-10-01,Credit Card,150942
1275,Sneha,Delhi,Furniture,Sofa,49753,4,2026-10-02,Cash,199012
1276,Sneha,Pune,Electronics,Mobile,35713,3,2026-10-03,Credit Card,107139
1277,Rahul,Mumbai,Electronics,Headphones,7919,5,2026-10-04,Cash,39595
1278,Amit,Delhi,Grocery,Oil,219,2,2026-10-05,UPI,438
1279,Amit,Nanded,Clothing,Shoes,4658,3,2026-10-06,UPI,13974
1280,Vishal,Mumbai,Furniture,Bed,26145,3,2026-10-07,Credit Card,78435
1281,Amit,Mumbai,Clothing,T-Shirt,769,2,2026-10-08,Debit Card,1538
1282,Amit,Pune,Clothing,T-Shirt,1441,5,2026-10-09,Debit Card,7205
1283,Rahul,Nanded,Clothing,Shoes,3437,5,2026-10-10,UPI,17185
1284,Priya,Mumbai,Furniture,Sofa,30896,5,2026-10-11,Credit Card,154480
1285,Rahul,Delhi,Grocery,Coffee,523,5,2026-10-12,Debit Card,2615
1286,Priya,Nanded,Grocery,Coffee,389,4,2026-10-13,Debit Card,1556
1287,Priya,Mumbai,Furniture,Table,9757,5,2026-10-14,Cash,48785
1288,Vishal,Nanded,Clothing,Shoes,4591,3,2026-10-15,UPI,13773
1289,Sneha,Nanded,Furniture,Table,5229,2,2026-10-16,Debit Card,10458
1290,Sneha,Nanded,Electronics,Tablet,16752,1,2026-10-17,Cash,16752
1291,Vishal,Delhi,Clothing,Jeans,1203,1,2026-10-18,UPI,1203
1292,Amit,Nanded,Electronics,Headphones,2869,3,2026-10-19,Debit Card,8607
1293,Sneha,Pune,Furniture,Table,4284,1,2026-10-20,UPI,4284
1294,Priya,Mumbai,Grocery,Rice,94,3,2026-10-21,UPI,282
1295,Rahul,Nanded,Electronics,Mobile,18892,2,2026-10-22,Credit Card,37784
1296,Sneha,Mumbai,Electronics,Headphones,9841,3,2026-10-23,Cash,29523
1297,Sneha,Pune,Grocery,Coffee,339,1,2026-10-24,Credit Card,339
1298,Priya,Nanded,Grocery,Oil,111,3,2026-10-25,Credit Card,333
1299,Sneha,Nanded,Grocery,Rice,168,3,2026-10-26,Cash,504
1300,Amit,Delhi,Clothing,T-Shirt,1283,1,2026-10-27,Credit Card,1283
1301,Amit,Nanded,Clothing,T-Shirt,1128,5,2026-10-28,Credit Card,5640
1302,Priya,Delhi,Clothing,T-Shirt,1279,1,2026-10-29,UPI,1279
1303,Vishal,Nanded,Grocery,Tea,392,5,2026-10-30,Credit Card,1960
1304,Sneha,Nanded,Furniture,Sofa,27396,4,2026-10-31,Credit Card,109584
1305,Sneha,Mumbai,Furniture,Chair,4092,2,2026-11-01,Credit Card,8184
1306,Vishal,Mumbai,Furniture,Chair,2683,4,2026-11-02,Credit Card,10732
1307,Vishal,Nanded,Clothing,T-Shirt,727,1,2026-11-03,Credit Card,727
1308,Rahul,Pune,Furniture,Chair,4196,4,2026-11-04,Credit Card,16784
1309,Rahul,Delhi,Electronics,Mobile,40742,5,2026-11-05,Credit Card,203710
1310,Rahul,Nanded,Furniture,Bed,27860,1,2026-11-06,Credit Card,27860
1311,Priya,Pune,Furniture,Sofa,24644,5,2026-11-07,Credit Card,123220
1312,Rahul,Pune,Grocery,Coffee,382,1,2026-11-08,Debit Card,382
1313,Priya,Pune,Electronics,Headphones,4445,2,2026-11-09,Credit Card,8890
1314,Rahul,Pune,Electronics,Tablet,29887,2,2026-11-10,UPI,59774
1315,Rahul,Delhi,Clothing,Jeans,2894,1,2026-11-11,Debit Card,2894
1316,Vishal,Nanded,Clothing,Jacket,4879,4,2026-11-12,Cash,19516
1317,Amit,Mumbai,Clothing,Jacket,2366,1,2026-11-13,UPI,2366
1318,Amit,Nanded,Grocery,Tea,377,3,2026-11-14,UPI,1131
1319,Sneha,Pune,Grocery,Coffee,557,2,2026-11-15,Cash,1114
1320,Rahul,Delhi,Furniture,Chair,3965,4,2026-11-16,Credit Card,15860
1321,Amit,Mumbai,Electronics,Headphones,7382,5,2026-11-17,UPI,36910
1322,Amit,Delhi,Furniture,Table,6345,3,2026-11-18,UPI,19035
1323,Vishal,Pune,Furniture,Sofa,33527,5,2026-11-19,Cash,167635
1324,Priya,Delhi,Grocery,Oil,256,1,2026-11-20,Debit Card,256
1325,Priya,Delhi,Grocery,Coffee,484,5,2026-11-21,Credit Card,2420
1326,Rahul,Pune,Clothing,T-Shirt,1349,3,2026-11-22,UPI,4047
1327,Priya,Pune,Clothing,T-Shirt,520,5,2026-11-23,UPI,2600
1328,Amit,Pune,Clothing,Shoes,4967,5,2026-11-24,Credit Card,24835
1329,Priya,Pune,Grocery,Oil,143,5,2026-11-25,Cash,715
1330,Vishal,Delhi,Clothing,Shoes,1908,1,2026-11-26,UPI,1908
1331,Rahul,Pune,Grocery,Rice,188,4,2026-11-27,Credit Card,752
